,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes
959,FPCPITOTLZGMOZ,2021-01-12,2021-01-12,"Inflation, consumer prices for Mozambique",2005-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:09-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
960,FPCPITOTLZGMDA,2021-01-12,2021-01-12,"Inflation, consumer prices for the Republic of Moldova",1992-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-11-04 16:39:15-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
961,FPCPITOTLZGGAB,2021-01-12,2021-01-12,"Inflation, consumer prices for Gabon",1963-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:24-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
962,FPCPITOTLZGTCD,2021-01-12,2021-01-12,"Inflation, consumer prices for Chad",1984-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:52-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
963,FPCPITOTLZGDMA,2021-01-12,2021-01-12,"Inflation, consumer prices for Dominica",1967-01-01,2018-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-12-20 11:35:02-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
964,FPCPITOTLZGTON,2021-01-12,2021-01-12,"Inflation, consumer prices for Tonga",1976-01-01,2017-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-05-03 13:04:58-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
965,FPCPITOTLZGDJI,2021-01-12,2021-01-12,"Inflation, consumer prices for Djibouti",1980-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:55-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
966,FPCPITOTLZGSUR,2021-01-12,2021-01-12,"Inflation, consumer prices for Suriname",1960-01-01,2017-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:47-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
967,FPCPITOTLZGKIR,2021-01-12,2021-01-12,"Inflation, consumer prices for Kiribati",2007-01-01,2015-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-09-12 11:48:26-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
968,FPCPITOTLZGAFG,2021-01-12,2021-01-12,"Inflation, consumer prices for the Islamic Republic of Afghanistan",2005-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-07-02 15:38:43-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
969,FPCPITOTLZGLBY,2021-01-12,2021-01-12,"Inflation, consumer prices for Libyan Arab Jamahiriya",1965-01-01,2013-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2018-10-26 16:11:22-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
970,FPCPITOTLZGMRT,2021-01-12,2021-01-12,"Inflation, consumer prices for Mauritania",1986-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:40:02-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
971,FPCPITOTLZGWSM,2021-01-12,2021-01-12,"Inflation, consumer prices for Samoa",1962-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:52-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
972,FPCPITOTLZGBIH,2021-01-12,2021-01-12,"Inflation, consumer prices for Bosnia and Herzegovina",2006-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:14-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
973,FPCPITOTLZGGNQ,2021-01-12,2021-01-12,"Inflation, consumer prices for Equatorial Guinea",1986-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:53-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
974,FPCPITOTLZGTZA,2021-01-12,2021-01-12,"Inflation, consumer prices for the United Republic of Tanzania",1966-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:18-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
975,FPCPITOTLZGMKD,2021-01-12,2021-01-12,"Inflation, consumer prices for the former Yugoslav Republic of Macedonia",1994-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:54-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
976,FPCPITOTLZGCOM,2021-01-12,2021-01-12,"Inflation, consumer prices for Comoros",2001-01-01,2013-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2018-10-29 11:27:54-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
977,FPCPITOTLZGLCA,2021-01-12,2021-01-12,"Inflation, consumer prices for St. Lucia",1966-01-01,2018-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-12-20 11:35:13-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
978,FPCPITOTLZGFSM,2021-01-12,2021-01-12,"Inflation, consumer prices for the Federated States of Micronesia",2000-01-01,2017-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-09-12 11:48:26-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
